0,0.319649591
1,0.544461031
2,0.568125393
3,0.583901634
4,0.601649906
5,0.617426147
6,0.619398177
7,0.619398177
8,0.619398177
9,0.619398177
10,0.619398177
11,0.619398177
12,0.619398177
13,0.619398177
14,0.619398177
15,0.619398177
16,0.619398177
17,0.619398177
18,0.619398177
19,0.619398177
20,0.619398177
21,0.619398177
22,0.619398177
23,0.619398177
24,0.617426147
25,0.617426147
26,0.615454117
27,0.615454117
28,0.615454117
29,0.615454117
30,0.615454117
31,0.615454117
32,0.615454117
33,0.615454117
34,0.615454117
35,0.615454117
36,0.615454117
37,0.615454117
38,0.615454117
39,0.615454117
40,0.615454117
41,0.615454117
42,0.615454117
43,0.615454117
44,0.615454117
45,0.615454117
46,0.615454117
47,0.615454117
48,0.615454117
49,0.615454117
50,0.615454117
51,0.615454117
52,0.615454117
53,0.615454117
54,0.615454117
55,0.615454117
56,0.615454117
57,0.615454117
58,0.615454117
59,0.615454117
60,0.615454117
61,0.613482087
62,0.613482087
63,0.613482087
64,0.611510057
65,0.611510057
66,0.611510057
67,0.611510057
68,0.611510057
69,0.611510057
70,0.611510057
71,0.611510057
72,0.611510057
73,0.611510057
74,0.611510057
75,0.611510057
76,0.611510057
77,0.611510057
78,0.611510057
79,0.611510057
80,0.611510057
81,0.611510057
82,0.611510057
83,0.611510057
84,0.611510057
85,0.611510057
86,0.611510057
87,0.611510057
88,0.611510057
89,0.611510057
90,0.611510057
91,0.611510057
92,0.611510057
93,0.611510057
94,0.611510057
95,0.611510057
96,0.611510057
97,0.611510057
98,0.609538026
99,0.609538026
100,0.611510057
101,0.615454117
102,0.619398177
103,0.621370207
104,0.625314268
105,0.629258328
106,0.633202388
107,0.635174419
108,0.639118479
109,0.643062539
110,0.6470066
111,0.65095066
112,0.658838781
113,0.660810811
114,0.664754871
115,0.668698931
116,0.670670962
117,0.674615022
118,0.678559082
119,0.682503143
120,0.686447203
121,0.690391263
122,0.694335324
123,0.698279384
124,0.702223444
125,0.706167505
126,0.710111565
127,0.714055625
128,0.717999686
129,0.721943746
130,0.725887806
131,0.729831867
132,0.733775927
133,0.737719987
134,0.741664048
135,0.745608108
136,0.749552168
137,0.753496229
138,0.757440289
139,0.761384349
140,0.76532841
141,0.76927247
142,0.77321653
143,0.777160591
144,0.781104651
145,0.785048712
146,0.788992772
147,0.792936832
148,0.796880893
149,0.800824953
150,0.804769013
151,0.808713074
152,0.812657134
153,0.816601194
154,0.820545255
155,0.824489315
156,0.828433375
157,0.832377436
158,0.836321496
159,0.840265556
160,0.844209617
161,0.848153677
162,0.852097737
163,0.856041798
164,0.859985858
165,0.863929918
166,0.867873979
167,0.869846009
168,0.873790069
169,0.877734129
170,0.88365022
171,0.88759428
172,0.891538341
173,0.895482401
174,0.899426461
175,0.903370522
176,0.907314582
177,0.911258642
178,0.913230673
179,0.917174733
180,0.921118793
181,0.925062854
182,0.927034884
183,0.930978944
184,0.938867065
185,0.942811125
186,0.946755185
187,0.950699246
188,0.952671276
189,0.956615336
190,0.960559397
191,0.964503457
192,0.968447517
193,0.970419547
194,0.974363608
195,0.978307668
196,0.982251728
197,0.986195789
198,0.990139849
199,0.99605594
